owner,repo,full_name,url,description,private,archived,disabled,license,default_branch,language,size_kb,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,topics,priority_score,verdict,audit_note
ruvnet,ARCADIA,ruvnet/ARCADIA,https://github.com/ruvnet/ARCADIA,"AI-powered game engine for dynamic, personalized experiences in evolving worlds. Ethical, accessible, inclusive.",false,false,false,Apache-2.0,main,Rust,401,40,9,40,0,2023-04-10T19:16:08Z,2026-01-22T18:44:57Z,2025-10-20T23:47:48Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,musicai,ruvnet/musicai,https://github.com/ruvnet/musicai,"High-performance AI-powered auto-tune and music enhancement system for Raspberry Pi 4. Corrects pitch, timing, and tonal quality in real-time using self-learning AI powered by ruvector.",false,false,false,MIT,main,TypeScript,915,15,7,15,0,2025-11-24T00:44:06Z,2026-01-21T03:04:29Z,2025-11-24T13:36:22Z,,56,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,powerprompt,ruvnet/powerprompt,https://github.com/ruvnet/powerprompt,"Power Prompt - Enhance ChatGPT & OpenAi interaction. Seamless conversations. Choose models, save templates, set temp, length & tokens.",false,false,false,MIT,main,JavaScript,3532,16,3,16,0,2023-02-13T22:44:53Z,2026-01-20T13:06:43Z,2023-02-15T05:18:49Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,vibecast,ruvnet/vibecast,https://github.com/ruvnet/vibecast,Weekly Vibecast Live coding sessions with rUv. Check branches for each week.,false,false,false,MIT,main,,596124,34,13,34,9,2025-05-01T15:44:46Z,2026-01-20T10:40:14Z,2026-02-22T00:52:44Z,,62,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,codex-one,ruvnet/codex-one,https://github.com/ruvnet/codex-one,,false,false,false,MIT,main,Python,280,26,4,26,2,2025-05-18T22:15:47Z,2026-01-19T18:02:14Z,2025-05-19T23:51:16Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,streamlit-example,ruvnet/streamlit-example,https://github.com/ruvnet/streamlit-example,GPT Tax Advisor Bot is designed to help users prepare their tax returns by asking a series of questions and preparing a final tax document. The bot responds with one question at a time to guide users through the tax preparation process.,false,false,false,,master,Python,15,13,5,13,0,2023-03-19T20:13:25Z,2026-01-19T18:00:47Z,2023-03-20T13:21:40Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,aiscreenplay,ruvnet/aiscreenplay,https://github.com/ruvnet/aiscreenplay,The Screenplay Generator is a web application that allows users to generate a TV or movie screenplay based on a scene template.,false,false,false,MIT,main,Python,4,11,4,11,0,2023-03-18T20:42:40Z,2026-01-19T18:00:46Z,2023-03-18T20:44:27Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,openai_devops,ruvnet/openai_devops,https://github.com/ruvnet/openai_devops,This script is a command-line tool that utilizes OpenAI's GPT-3.5 Turbo to generate shell commands based on user input. The script also features a loading animation and provides summaries of command outputs.,false,false,false,MIT,main,Shell,28,68,4,68,1,2023-03-15T17:39:49Z,2026-01-19T18:00:43Z,2023-03-15T21:14:16Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,vcbot,ruvnet/vcbot,https://github.com/ruvnet/vcbot,This is a Streamlit-based UI for a GPT-3.5-powered venture capitalist bot. The bot is designed to help entrepreneurs engage in conversation with a virtual VC investor and answer questions for research purposes.,false,false,false,MIT,main,Python,52,18,3,18,1,2023-03-20T19:21:32Z,2026-01-19T18:00:41Z,2023-03-21T03:45:52Z,chatgpt-api,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,retro-ai-ui,ruvnet/retro-ai-ui,https://github.com/ruvnet/retro-ai-ui,A prompt building web application built in python with a retro style Unix web based command line interface,false,false,false,,main,Python,19656,12,4,12,0,2023-03-22T13:16:20Z,2026-01-19T18:00:37Z,2024-04-06T15:52:31Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,2BotTalk,ruvnet/2BotTalk,https://github.com/ruvnet/2BotTalk,"AI-powered bot duo for code gen, refining, web search, GitHub imports, file mgmt & Python libs, enabling a dynamic coding experience.",false,false,false,,main,Python,36578,12,1,12,0,2023-03-26T16:39:06Z,2026-01-19T18:00:27Z,2023-03-26T18:53:33Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Prompt-Engine,ruvnet/Prompt-Engine,https://github.com/ruvnet/Prompt-Engine,Prompt Engine is a powerful and flexible template designed to facilitate the creation and customization of interactive prompts.,false,false,false,MIT,main,,56,80,17,80,1,2023-05-03T21:02:44Z,2026-01-19T18:00:13Z,2023-05-03T23:18:12Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,openai-cost-estimator,ruvnet/openai-cost-estimator,https://github.com/ruvnet/openai-cost-estimator,GPT API Cost Estimation for Enterprises,false,false,false,MIT,main,HTML,12,13,4,13,0,2023-10-24T14:39:46Z,2026-01-19T18:00:10Z,2023-10-24T15:10:31Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,q-star,ruvnet/q-star,https://github.com/ruvnet/q-star,"Q-Star Agent Code: A reinforcement learning-based framework for intelligent agents using Microsoft AutoGen. It leverages Q-Star, a Q-learning variant, for dynamic decision-making. Ideal for developing adaptive AI agents in diverse applications, from service bots to advanced simulations. Includes setup and customization guidelines.",false,false,false,MIT,main,Python,3494,90,24,90,5,2023-11-24T15:48:22Z,2026-01-19T18:00:09Z,2024-01-31T15:43:27Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,gpts,ruvnet/gpts,https://github.com/ruvnet/gpts,A collection of the GPTs created by rUv,false,false,false,MIT,main,,1629,286,74,286,2,2023-11-30T19:53:36Z,2026-01-19T18:00:08Z,2024-07-18T20:35:05Z,,50,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,pipackager,ruvnet/pipackager,https://github.com/ruvnet/pipackager,"pipackager is a tool to manage your PyPI package, including cleaning old distributions, building new ones, uploading to PyPI, version incrementing, and more.",false,false,false,MIT,main,Python,22,8,3,8,0,2024-05-25T20:21:27Z,2026-01-19T17:59:46Z,2024-05-26T05:42:47Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,markov-chains,ruvnet/markov-chains,https://github.com/ruvnet/markov-chains,,false,false,false,MIT,main,Python,34,9,2,9,0,2024-06-02T02:32:41Z,2026-01-19T17:59:42Z,2024-06-02T03:21:22Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-reports,ruvnet/agentic-reports,https://github.com/ruvnet/agentic-reports,,false,false,false,MIT,main,Python,172,45,6,45,1,2024-06-01T15:26:15Z,2026-01-19T17:59:40Z,2024-06-03T19:37:35Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-artifacts,ruvnet/agentic-artifacts,https://github.com/ruvnet/agentic-artifacts,Agentic Artifacts is a tool for generating and managing CodeSandbox artifacts using AI. It leverages the power of Ai to create React components and other web development artifacts based on user prompts.,false,false,false,MIT,main,Python,127,13,5,13,0,2024-06-23T15:43:42Z,2026-01-19T17:59:31Z,2024-06-24T14:36:38Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,voicebot,ruvnet/voicebot,https://github.com/ruvnet/voicebot,,false,false,false,,main,TypeScript,1203,91,22,91,0,2024-08-21T15:52:48Z,2026-01-19T17:59:09Z,2025-01-31T17:16:49Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,SVGart,ruvnet/SVGart,https://github.com/ruvnet/SVGart,A collection of SVG images by rUv,false,false,false,MIT,master,,18049,6,1,6,0,2016-12-19T14:55:06Z,2026-01-18T18:48:40Z,2016-12-19T21:27:18Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,dapp-list,ruvnet/dapp-list,https://github.com/ruvnet/dapp-list,A curated list of Dapps featured in the Valora wallet.,false,false,false,Apache-2.0,main,,957,3,1,3,0,2022-02-09T14:40:40Z,2026-01-18T18:48:37Z,2022-02-28T15:33:27Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,textclassifier,ruvnet/textclassifier,https://github.com/ruvnet/textclassifier,"a language model Prompt trained by OpenAI that can classify text inputs based on emotions, personality traits, and clinical psychological traits.",false,false,false,MIT,main,,4,15,2,15,0,2023-03-19T14:54:43Z,2026-01-18T18:48:24Z,2023-03-19T15:06:21Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,AP-Casper,ruvnet/AP-Casper,https://github.com/ruvnet/AP-Casper,,false,false,false,,main,JavaScript,1044,1,1,1,0,2023-03-23T01:19:57Z,2026-01-18T18:48:14Z,2023-03-23T16:46:29Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ChatGPT-Trading-Bot-for-KuCoin,ruvnet/ChatGPT-Trading-Bot-for-KuCoin,https://github.com/ruvnet/ChatGPT-Trading-Bot-for-KuCoin,A trading script for KuCoin that continuously places buy and sell orders based on market data and a predictive model by OpenAI's GPT-3.5,false,false,false,,ChatGPT-trading-bot,Python,21145,21,5,21,1,2023-03-24T04:22:27Z,2026-01-18T18:48:09Z,2023-03-24T04:22:48Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,AIConverse,ruvnet/AIConverse,https://github.com/ruvnet/AIConverse,Autonomous Feedback Loops: AIConverse is an innovative project focused on utilizing AI-powered feedback loops.,false,false,false,,main,,0,2,0,2,0,2023-03-25T22:48:11Z,2026-01-18T18:48:02Z,2023-03-25T22:48:12Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,console-streamer,ruvnet/console-streamer,https://github.com/ruvnet/console-streamer,"An app that video streams console output to YouTube Live. Uses Python, Google/YouTube API, and Replit service.",false,false,false,,main,Python,15,3,1,3,0,2023-03-26T20:53:24Z,2026-01-18T18:47:44Z,2023-03-26T20:53:26Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,chatgpt_tatum_plugin,ruvnet/chatgpt_tatum_plugin,https://github.com/ruvnet/chatgpt_tatum_plugin,"The Tatum ChatGPT Plugin is an OpenAPI plugin that allows the user to interact with the Tatum API using ChatGPT, including ERC20 and NFT minting operations.",false,false,false,MIT,main,,16,7,1,7,0,2023-03-28T15:59:21Z,2026-01-18T18:47:33Z,2023-03-28T16:32:58Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,chatgpt-aws-price-list-plugin,ruvnet/chatgpt-aws-price-list-plugin,https://github.com/ruvnet/chatgpt-aws-price-list-plugin,ChatGPT plugin for managing and understanding AWS costs using the AWS Price List API.,false,false,false,MIT,main,,11,5,2,5,0,2023-03-28T17:55:48Z,2026-01-18T18:47:32Z,2023-03-28T18:01:37Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,rUvGPT,ruvnet/rUvGPT,https://github.com/ruvnet/rUvGPT,An experimental open-source attempt to make GPT-4 fully autonomous.,false,false,false,,main,,0,2,0,2,0,2023-04-16T05:41:09Z,2026-01-18T18:47:13Z,2023-04-16T05:41:09Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ruvGPT2,ruvnet/ruvGPT2,https://github.com/ruvnet/ruvGPT2,An experimental open-source attempt to make GPT-4 fully autonomous.,false,false,false,,main,,0,3,0,3,0,2023-04-17T16:36:59Z,2026-01-18T18:47:11Z,2023-04-17T16:37:00Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,CodeGPT,ruvnet/CodeGPT,https://github.com/ruvnet/CodeGPT,An experimental open-source attempt to make GPT-4 fully autonomous.,false,false,false,,main,,0,3,1,3,0,2023-04-17T16:37:36Z,2026-01-18T18:47:06Z,2023-04-17T16:49:26Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Auto-GPT,ruvnet/Auto-GPT,https://github.com/ruvnet/Auto-GPT,An experimental open-source attempt to make GPT-4 fully autonomous.,false,false,false,,main,,0,7,0,7,0,2023-04-17T18:05:18Z,2026-01-18T18:47:05Z,2023-04-17T18:05:18Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,p2pGPT,ruvnet/p2pGPT,https://github.com/ruvnet/p2pGPT,peer 2 peer GPT,false,false,false,,main,Python,14,4,3,4,0,2023-04-17T20:55:10Z,2026-01-18T18:47:03Z,2023-04-17T20:55:14Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,coding-wingman,ruvnet/coding-wingman,https://github.com/ruvnet/coding-wingman,A sample ChatGPT API Gateway. A robust interface for interacting with third-party APIs using FastAPI,false,false,false,MIT,main,Python,52,26,10,26,0,2023-11-15T22:27:59Z,2026-01-18T18:46:46Z,2023-11-16T15:40:49Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentX,ruvnet/agentX,https://github.com/ruvnet/agentX,,false,false,false,,main,JavaScript,5,5,2,5,1,2023-12-14T15:49:25Z,2026-01-18T18:46:34Z,2023-12-14T15:59:47Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,santa-ai-workshop,ruvnet/santa-ai-workshop,https://github.com/ruvnet/santa-ai-workshop,,false,false,false,Apache-2.0,main,,4,5,1,5,0,2023-12-22T21:14:33Z,2026-01-18T18:46:30Z,2023-12-22T21:14:33Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,r-flow,ruvnet/r-flow,https://github.com/ruvnet/r-flow,Created with CodeSandbox,false,false,false,,main,JavaScript,6,5,1,5,0,2024-04-08T02:07:55Z,2026-01-18T18:46:16Z,2024-04-08T02:10:22Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,AiHCC,ruvnet/AiHCC,https://github.com/ruvnet/AiHCC,AI Hackerspace Consulting Collective (AiHCC),false,false,false,MIT,main,Shell,22,22,2,22,1,2024-05-07T20:44:59Z,2026-01-18T18:46:10Z,2024-05-07T23:38:08Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,socket,ruvnet/socket,https://github.com/ruvnet/socket,,false,false,false,,main,,0,1,0,1,0,2024-05-08T15:57:10Z,2026-01-18T18:46:08Z,2024-05-08T15:57:10Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,aws-dev,ruvnet/aws-dev,https://github.com/ruvnet/aws-dev,AWS Dev enviroment,false,false,false,,main,Python,2186,12,1,12,0,2024-05-16T13:52:55Z,2026-01-18T18:45:59Z,2024-05-20T21:50:26Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ai-stream,ruvnet/ai-stream,https://github.com/ruvnet/ai-stream,,false,false,false,,main,Shell,734,1,1,1,0,2024-05-22T18:56:01Z,2026-01-18T18:45:40Z,2024-05-24T04:18:25Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ai-video,ruvnet/ai-video,https://github.com/ruvnet/ai-video,"a web application that captures media streams from various sources such as a webcam, desktop, or specific applications. It captures frames at intervals and uses AI to analyze and summarize the frames, providing insights using GPT-4.",false,false,false,MIT,main,JavaScript,262,37,8,37,1,2024-05-24T12:57:12Z,2026-01-18T18:45:40Z,2024-05-24T14:05:55Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,q-space,ruvnet/q-space,https://github.com/ruvnet/q-space,"Q-Space, a cutting-edge deployment wizard designed to simplify the process of setting up and managing quantum computing applications using Azure Quantum and Azure Functions.",false,false,false,MIT,main,Rust,32,8,2,8,0,2024-05-25T03:02:15Z,2026-01-18T18:45:40Z,2024-05-26T13:33:22Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ai-gist,ruvnet/ai-gist,https://github.com/ruvnet/ai-gist,This project provides a FastAPI application to create and update GitHub gists using the GitHub API. It includes SQLite for persistence and is designed to run in a GitHub Codespace.,false,false,false,MIT,main,Python,31,13,4,13,0,2024-05-25T17:16:19Z,2026-01-18T18:45:40Z,2024-05-26T05:10:16Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,open-space,ruvnet/open-space,https://github.com/ruvnet/open-space,An open source code of the GitHub Copilot Workspace,false,false,false,Apache-2.0,main,TypeScript,33,12,3,12,0,2024-06-08T13:01:59Z,2026-01-18T18:45:40Z,2024-06-08T13:49:01Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,micro-agent,ruvnet/micro-agent,https://github.com/ruvnet/micro-agent,An AI agent that writes code for you,false,false,false,MIT,main,,6213,13,2,13,0,2024-06-08T22:52:54Z,2026-01-18T18:45:40Z,2024-06-08T23:12:35Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-devops,ruvnet/agentic-devops,https://github.com/ruvnet/agentic-devops,"Agentic DevOps is a powerful, interactive Command-Line Interface (CLI) designed to streamline and automate the development, deployment, and management of applications on various Cloud Providers.",false,false,false,MIT,main,Python,1164,37,17,37,1,2024-06-10T01:44:54Z,2026-01-18T18:45:40Z,2024-06-20T20:53:42Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-dashboard,ruvnet/agentic-dashboard,https://github.com/ruvnet/agentic-dashboard,"A web application for creating, managing, and testing algorithms using Litestar, Piccolo, and Jupyter.",false,false,false,MIT,main,,2,3,1,3,0,2024-06-19T18:46:44Z,2026-01-18T18:45:40Z,2024-06-19T18:50:40Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-gradio,ruvnet/agentic-gradio,https://github.com/ruvnet/agentic-gradio,Use Ai to dynamically Create Dashboards,false,false,false,Apache-2.0,main,,7,4,2,4,0,2024-06-25T14:59:46Z,2026-01-18T18:45:40Z,2024-06-25T15:00:23Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentXNG,ruvnet/agentXNG,https://github.com/ruvnet/agentXNG,,false,false,false,,main,Python,34,13,5,13,0,2024-07-03T20:04:44Z,2026-01-18T18:45:40Z,2024-07-05T14:46:15Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-music,ruvnet/agentic-music,https://github.com/ruvnet/agentic-music,,false,false,false,MIT,main,,3,2,2,2,0,2024-08-14T18:17:36Z,2026-01-18T18:45:40Z,2024-08-14T18:17:36Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-flows,ruvnet/agentic-flows,https://github.com/ruvnet/agentic-flows,,false,false,false,MIT,main,,3,3,1,3,0,2024-08-27T15:41:10Z,2026-01-18T18:45:40Z,2024-08-27T15:41:11Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,supabase-authentication,ruvnet/supabase-authentication,https://github.com/ruvnet/supabase-authentication,"This project showcases a comprehensive authentication system using Supabase as the backend, implemented with both Streamlit and FastAPI frontends. It demonstrates how to build secure, user-friendly authentication flows in two popular Python web frameworks.",false,false,false,MIT,main,Python,84,14,3,14,0,2024-08-28T18:28:54Z,2026-01-18T18:45:40Z,2024-08-30T16:13:10Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,llamastack,ruvnet/llamastack,https://github.com/ruvnet/llamastack,An open source UI for Meta LLama Stack Apps / Agents,false,false,false,MIT,main,JavaScript,988,38,14,38,0,2024-09-10T21:19:57Z,2026-01-18T18:45:40Z,2024-09-10T22:07:55Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,strawberry-phi,ruvnet/strawberry-phi,https://github.com/ruvnet/strawberry-phi,,false,false,false,,main,JavaScript,4992,56,23,56,0,2024-09-12T21:20:39Z,2026-01-18T18:44:48Z,2024-09-13T06:01:13Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,infinity-ui,ruvnet/infinity-ui,https://github.com/ruvnet/infinity-ui,,false,false,false,,main,JavaScript,316,5,5,5,0,2024-09-19T02:48:30Z,2026-01-18T18:44:38Z,2024-09-19T02:55:56Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agenticsjs,ruvnet/agenticsjs,https://github.com/ruvnet/agenticsjs,,false,false,false,,main,JavaScript,573,21,3,21,0,2024-09-16T01:07:17Z,2026-01-18T18:44:37Z,2024-09-25T05:10:15Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,runme,ruvnet/runme,https://github.com/ruvnet/runme,DevOps Notebooks Built with Markdown,false,false,false,Apache-2.0,main,,98350,6,2,6,0,2024-09-19T14:30:46Z,2026-01-18T18:44:37Z,2024-09-19T14:40:42Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,drupal,ruvnet/drupal,https://github.com/ruvnet/drupal,Verbatim mirror of the git.drupal.org repository for Drupal core. Please see the https://github.com/drupal/drupal#contributing. PRs are not accepted on GitHub.,false,false,false,,11.x,,377622,3,2,3,0,2024-09-20T14:52:56Z,2026-01-18T18:44:37Z,2024-09-20T16:14:40Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Electo1,ruvnet/Electo1,https://github.com/ruvnet/Electo1,,false,false,false,,main,Python,825,5,3,5,0,2024-09-21T23:12:50Z,2026-01-18T18:44:37Z,2024-09-22T00:24:41Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,electo1-js,ruvnet/electo1-js,https://github.com/ruvnet/electo1-js,What if you could predict every election at an individual level for the entire world in real time?,false,false,false,,main,JavaScript,1353,8,2,8,0,2024-09-23T13:34:53Z,2026-01-18T18:44:37Z,2024-09-23T14:52:37Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ruv-engineer,ruvnet/ruv-engineer,https://github.com/ruvnet/ruv-engineer,"rUv-Engineer - let's you describe UI using your imagination, then see it rendered live.",false,false,false,Apache-2.0,main,TypeScript,25967,10,5,10,0,2024-09-28T13:46:10Z,2026-01-18T18:44:37Z,2024-09-28T15:00:16Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-preview,ruvnet/agentic-preview,https://github.com/ruvnet/agentic-preview,Agentic Preview is an asynchronous FastAPI backend service that allows users to deploy preview environments using Fly.io.,false,false,false,MIT,main,JavaScript,2212,11,7,11,0,2024-10-05T14:37:56Z,2026-01-18T18:44:03Z,2024-10-11T04:47:21Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,contextual-retrevial,ruvnet/contextual-retrevial,https://github.com/ruvnet/contextual-retrevial,"This Contextual Retrieval System enhances the accuracy and relevance of information retrieval by incorporating context into the search process. It leverages OpenAI's GPT-4 model, LlamaIndex, FastAPI, LiteLLM, and uses Supabase for both vector storage and document storage and management.",false,false,false,MIT,main,,11,7,0,7,0,2024-10-18T15:50:32Z,2026-01-18T18:44:00Z,2024-10-18T15:50:52Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-scraper,ruvnet/agentic-scraper,https://github.com/ruvnet/agentic-scraper,,false,false,false,,main,Python,106,9,0,9,0,2024-10-19T14:58:43Z,2026-01-18T18:43:59Z,2024-10-21T13:55:55Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,anthropic-quickstarts,ruvnet/anthropic-quickstarts,https://github.com/ruvnet/anthropic-quickstarts,A collection of projects designed to help developers quickly get started with building deployable applications using the Anthropic API,false,false,false,MIT,main,,3010,4,2,4,0,2024-10-22T17:20:12Z,2026-01-18T18:43:57Z,2024-10-22T17:09:03Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,demo-proxy-app,ruvnet/demo-proxy-app,https://github.com/ruvnet/demo-proxy-app,,false,false,false,,main,,1703,3,1,3,0,2024-10-28T03:12:36Z,2026-01-18T18:43:55Z,2024-10-28T04:48:06Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,phoenix,ruvnet/phoenix,https://github.com/ruvnet/phoenix,AI Observability & Evaluation,false,false,false,NOASSERTION,main,,96811,2,0,2,0,2024-10-28T19:16:51Z,2026-01-18T18:43:55Z,2024-10-28T19:09:46Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,swirl-search,ruvnet/swirl-search,https://github.com/ruvnet/swirl-search,SWIRL AI Connect: AI infrastructure software that powers your Search & Retrieval Augmented Generation (RAG) applications. Simplify and enhance your AI pipelines with seamless integration of large language models (LLMs) and data sources.,false,false,false,Apache-2.0,main,Python,156870,7,0,7,0,2024-10-18T18:33:15Z,2026-01-18T18:43:15Z,2024-10-30T19:02:36Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,local-logic,ruvnet/local-logic,https://github.com/ruvnet/local-logic,"A powerful environment that combines Open Interpreter with Aider, enabling advanced coding capabilities from natural language instructions.",false,false,false,MIT,main,Python,472,11,0,11,0,2024-10-26T17:42:02Z,2026-01-18T18:43:15Z,2024-10-29T03:33:24Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,test-react-lib,ruvnet/test-react-lib,https://github.com/ruvnet/test-react-lib,,false,false,false,,main,,92,2,0,2,0,2024-11-07T03:45:06Z,2026-01-18T18:42:59Z,2024-11-08T20:35:14Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,aihl,ruvnet/aihl,https://github.com/ruvnet/aihl,,false,false,false,,main,JavaScript,10397,17,10,17,6,2024-09-12T15:13:12Z,2026-01-18T18:42:54Z,2024-11-13T19:07:59Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,symbolic-scribe,ruvnet/symbolic-scribe,https://github.com/ruvnet/symbolic-scribe,,false,false,false,,main,TypeScript,906,81,22,81,0,2024-11-27T22:15:27Z,2026-01-18T18:42:34Z,2024-11-28T19:37:15Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,quantum_cryptocurrency,ruvnet/quantum_cryptocurrency,https://github.com/ruvnet/quantum_cryptocurrency,Quantum-Secured Cryptocurrency,false,false,false,MIT,main,Python,200,20,7,20,1,2024-12-10T14:17:43Z,2026-01-18T18:42:33Z,2024-12-10T21:21:38Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,deco,ruvnet/deco,https://github.com/ruvnet/deco,"Git-based Visual CMS for Deno, </> htmx and Tailwind apps. Deploy on any Deno-compatible host.",false,false,false,Apache-2.0,main,TypeScript,4157,3,0,3,0,2024-12-12T17:39:09Z,2026-01-18T18:42:31Z,2024-12-12T17:39:12Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,reflective-engineer,ruvnet/reflective-engineer,https://github.com/ruvnet/reflective-engineer,,false,false,false,,main,TypeScript,21289,53,14,53,0,2024-12-11T21:40:06Z,2026-01-18T18:42:26Z,2024-12-19T17:46:59Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ai-browse,ruvnet/ai-browse,https://github.com/ruvnet/ai-browse,"Agent-based automation, focusing on browser tasks.",false,false,false,MIT,main,,3,5,0,5,0,2025-01-11T15:29:57Z,2026-01-18T18:42:23Z,2025-01-11T15:29:57Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
